ICO,Token,Softcap,Hardcap,Start,End,Quarterstart,Duration of offering,Country,Category,ERC20,Rating,Number of experts,Bonus,Policy,Number of team members,Distributed in ICO,US restriction,Restricted countries,Accepted fiat,Major cryptocurrencies,Presale,Amount raised
temco,TEMCO,5000000,19000000,12/24/2018,12/27/2018,2018q4,4,Singapore,"SmartContract,Platform,Businessservices,Software",0,4.3,11,0,kyc&whitelist,12,0.5,1," USA, China",0,1,0,19000000
fortem-capital,FCQ,2000000,42000000,7/4/2019,7/7/2019,2019q3,4,Estonia,Realestate,1,4,0,0,kyc,4,0.8,,,0,1,0,5124000
uncloak,UNC,,7500000,6/4/2019,6/7/2019,2019q2,4,Estonia,"Infrastructure,Businessservices,BigData,ArtificialIntelligence,Internet,Other,Platform,Software",1,4,7,0,kyc&whitelist,15,0.5,,,0,1,0,568
simplybrand,SBA,547960,5479600,3/24/2019,3/27/2019,2019q1,4,Cayman Islands,"ArtificialIntelligence,BigData,Software",1,3.6,1,1,kyc&whitelist,9,0.16,1," USA, China",0,1,0,2638910
sessia,KICKS,5000000,50000000,7/17/2019,7/20/2019,2019q3,4,USA,"Businessservices,Communication,Platform",1,4.1,2,0,kyc,19,0.75,,,0,1,0,3000000
stockchain,SCC,,18050100,3/16/2018,3/19/2018,2018q1,4,Singapore,"SmartContract,ArtificialIntelligence,BigData,Banking,Cryptocurrency,Platform",1,3,0,0,kyc&whitelist,8,,1," USA, China, Singapore",0,1,0,2693450
wabi,WaBi,,11500000,11/28/2017,12/1/2017,2017q4,4,Russia,"Retail,Health,Manufacturing,Platform",1,3.6,7,0,0,10,0.46,,,0,1,0,11500000
patientory,PTOY,,,5/31/2017,6/3/2017,2017q2,4,USA,"Platform,Infrastructure,Software",0,2.9,0,0,0,6,,,,0,0,0,7200000
telegram-open-network,Gram,,,7/10/2018,7/13/2018,2018q3,4,British Virgin Islands,"Cryptocurrency,Platform,Infrastructure",0,3.6,5,0,0,13,0.44,,,0,0,0,1700000000
tokoin,TOKO,8000000,25000000,8/20/2019,8/23/2019,2019q3,4,Indonesia,,1,2.8,0,0,kyc,3,0.35,,,0,1,0,13000000
dxchain,DX,,,8/3/2018,8/6/2018,2018q3,4,Singapore,"BigData,Cryptocurrency,SmartContract",1,1.7,5,0,kyc&whitelist,12,0.22,,,0,0,0,3052468
blockium,BOK,,,6/24/2019,6/27/2019,2019q2,4,Israel,"Cryptocurrency,Platform",1,2.6,0,0,0,,0.1,,,0,1,0,59800
contents-protocol,CPT Token,,4400000,12/17/2018,12/20/2018,2018q4,4,South Korea,"BigData,Cryptocurrency,Entertainment,Platform",1,2.6,0,0,kyc,35,0.3,,,0,0,0,5100000
hunt,HUNT,,1000000,3/23/2019,3/26/2019,2019q1,4,South Korea,Platform,1,2.7,0,0,0,12,0.1,,,0,1,0,260000
ten-token,GDEM,,,5/20/2019,5/23/2019,2019q2,4,Estonia,Platform,1,2.6,0,0,0,,0.5,,,0,1,0,576000
veriblock,VBK,,7000000,4/2/2019,4/5/2019,2019q2,4,USA,"Cryptocurrency,Platform",0,2.4,0,0,0,6,0.033,,,0,1,0,7000000
wish-chain,WISH token,,,8/27/2019,8/30/2019,2019q3,4,Singapore,Cryptocurrency,1,2.9,1,0,0,10,0.25,,,0,1,0,700000
bitbounce,Credo,,15465704,6/19/2019,6/22/2019,2019q2,4,USA,Internet,1,2.4,0,0,0,2,0.4,,,0,1,1,11330707
orozu,ORO,,,5/2/2018,5/5/2018,2018q2,4,UK,Cryptocurrency,0,2,0,0,kyc&whitelist,,0.91,,,0,0,0,5015678
ultralpha,UAT,,2000000,8/11/2019,8/14/2019,2019q3,4,,Platform,1,1.6,0,0,0,3,0.1102,,,0,0,0,2000000
yoyow,YOYOW,,,5/21/2017,5/24/2017,2017q2,4,China,Platform,0,1,1,0,0,,,,,0,1,0,4364760
rootproject,ROOTS,,13000000,4/10/2018,4/13/2018,2018q2,4,USA,Cryptocurrency,1,3.7,10,1,0,10,0.185,,,0,1,0,158774
ocean-protocol,OCN,,,4/30/2019,5/3/2019,2019q2,4,Singapore,"ArtificialIntelligence,Platform",1,3.1,3,0,0,32,0,,,0,0,0,10980000
arweave,AR,,8700000,6/3/2018,6/6/2018,2018q2,4,UK,Infrastructure,0,2.8,0,0,kyc&whitelist,8,0,1,"USA, China",0,0,0,8700000
lendchain,LVCOIN,113200,568300,8/28/2018,8/31/2018,2018q3,4,,Cryptocurrency,1,2.3,0,0,0,2,0.35,,,0,0,0,500000
block-collider,0,,7012829,4/13/2018,4/16/2018,2018q2,4,USA,Other,1,2.7,1,0,0,7,0,,,0,0,0,7012829
gath3r,GTH,,2500000,1/9/2020,1/11/2020,2020q1,3,United Arab Emirates,Media,1,4.1,2,0,kyc&whitelist,11,0.375,1," China, Algeria, Bolivia, Ecuador, Bangladesh, Nepal, and Pakistan, USA, UK, Singapore",0,1,0,5240017
caspian-1,CSP,,19500000,10/17/2018,10/19/2018,2018q4,3,Cayman Islands,Other,1,3.5,0,0,kyc&whitelist,6,0.4,1," China, USA",0,1,0,19500000
origintrail,TRAC,,22000000,1/15/2018,1/17/2018,2018q1,3,Slovenia,"Platform,Retail,Software",1,3.8,14,0,0,11,0.5,,,0,1,0,22500000
fleta,FLETA,,,5/3/2019,5/5/2019,2019q2,3,Singapore,Platform,1,3.8,0,0,kyc,9,,1, USA,0,1,1,81830
redfox-labs,RFOX,1000000,5650000,4/17/2019,4/19/2019,2019q2,3,Vietnam,"BigData,Cryptocurrency,Platform",0,3.7,2,0,0,6,0.05,1, USA,0,0,1,5650000
evedo,EVED,,2550000,5/5/2019,5/7/2019,2019q2,3,Bulgaria,"Entertainment,Platform,SmartContract",1,3,1,0,whitelist,9,0.5,0," Afghanistan, Australia, Bosnia and Herzegovina, Central African Republic, China, Democratic Peopleâ€™s Republic of Korea (North Korea), Democratic Republic of the Congo, Eritrea, Ethiopia, Guinea-Bissau, Iran, Iraq, Japan, Korea, Lebanon, Libya, Myanmar, Somalia, South Sudan, Sri Lanka, Sudan, Syria, Tunisia, United States, Vanuatu, Yemen, Zimbabwe.",0,1,0,413829
artchain-global,ACG,100000000,1050000000,6/21/2018,6/23/2018,2018q2,3,Australia,Art,1,3,0,1,kyc&whitelist,5,0.3,1, USA,0,1,1,6000000
dether,ÃTH,2271210,11356050,2/7/2018,2/9/2018,2018q1,3,France,"Platform,Banking",1,3.7,10,0,0,8,0.66,,,0,1,0,13440000
qash-by-quoine,QASH,500000000,,11/6/2017,11/8/2017,2017q4,3,Singapore,"Platform,Cryptocurrency",1,3.5,2,0,0,18,0.5,,,0,1,0,105000000
matic-network,MATIC,,5000000,4/24/2019,4/26/2019,2019q2,3,India,Other,1,3.8,6,0,kyc&whitelist,3,0.19,,,0,1,0,5000000
pillar,PLR,,,7/15/2017,7/17/2017,2017q3,3,UK,"Software,Cryptocurrency",0,2.9,0,0,0,30,,,,0,0,0,20000000
matchpool,GUP,,,4/2/2017,4/4/2017,2017q2,3,Israel,"Platform,Software",0,2.9,2,0,0,7,,,,0,1,0,5700000
quantstamp,QSP,,30000000,11/16/2017,11/18/2017,2017q4,3,USA,"Businessservices,Platform",1,3.5,4,0,0,10,0.65,,,0,1,0,30000000
sparkster,SPARK,,,7/7/2018,7/9/2018,2018q3,3,UK,Software,1,2.7,4,0,0,20,0.67,,,0,1,0,30000000
back-to-earth,STRC,,,4/26/2017,4/28/2017,2017q2,3,USA,"Entertainment,Software",1,2.3,0,0,0,6,,,,0,1,0,1000000
unification,UND,,400000,4/10/2019,4/12/2019,2019q2,3,Singapore,"Cryptocurrency,Cryptocurrency",1,3,0,0,kyc&whitelist,16,,,,0,1,0,400000
stox,STX,,32552600,8/2/2017,8/4/2017,2017q3,3,Gibraltar,Investment,1,2.4,0,0,0,20,0.5,,,0,1,0,33000000
insurex,IXT,,,7/11/2017,7/13/2017,2017q3,3,UK,Other,0,2.2,0,0,0,3,,,,0,0,0,7104000
brave-sound-token,BRST,1000000000,4000000000,7/2/2019,7/4/2019,2019q3,3,,"Entertainment,Platform",1,1.8,0,0,0,10,0.018,,,0,1,0,1920000
hedera-hashgraph,0,,120000000,8/14/2018,8/16/2018,2018q3,3,USA,Platform,0,3.4,2,0,0,10,0,,,0,0,0,100000000
quarkchain,QKC,,20000000,6/2/2018,6/3/2018,2018q2,2,USA,Infrastructure,1,4.5,8,1,0,9,0.2,,,0,1,1,20000000
ecomi,OMI,5750000,22125000,5/12/2019,5/13/2019,2019q2,2,Singapore,"Cryptocurrency,Electronics,Entertainment,VirtualReality",1,4,6,1,kyc&whitelist,14,0.5,,,1,1,0,10458555
pukkamex,PUX,1500000,3750000,8/23/2019,8/24/2019,2019q3,2,Seychelles,"Cryptocurrency,Investment",0,4.1,6,1,kyc&whitelist,6,0.6,1," USA, Canada, Cuba, Crimea, and Sevastopol, Iran, Syria, North Korea or Sudan",0,0,1,2625000
remiit,REMI,1263000,5300000,11/27/2018,11/28/2018,2018q4,2,Singapore,"Businessservices,Banking",1,4,1,0,kyc&whitelist,12,0.4,1," USA, China, Singapore, Iran, Iraq, Syria",0,0,1,2273000
allbebet,ALB,,,8/26/2019,8/27/2019,2019q3,2,Estonia,"Casino&Gambling,ArtificialIntelligence,Platform,Sports",1,3.9,0,0,0,15,,,,0,1,1,279810
disciplina-by-teachmeplease,DSCP,3363570,16337340,7/18/2018,7/19/2018,2018q3,2,Estonia,Education,1,4.1,13,1,kyc&whitelist,28,0.55,,,0,1,0,13919544
emx,EMX,5000000,8000000,9/9/2019,9/10/2019,2019q3,2,Bermuda,"Investment,Platform",1,4,0,1,kyc&whitelist,7,0.2,1," Cuba, Iran, North Korea, Sudan, Syria, Lebanon, Libya, Somalia, United States of America",0,1,1,5000000
vecap,VC,24000000,72000000,6/6/2019,6/7/2019,2019q2,2,Germany,"Internet,Cryptocurrency,Software,Platform",1,3.9,1,0,kyc&whitelist,5,0.65,0, None,0,0,1,4721297
8hours,EHrT,4000000,5000000,7/1/2019,7/2/2019,2019q3,2,Cayman Islands,Entertainment,0,4,0,0,kyc&whitelist,7,0.26,1, USA,0,0,1,4000000
idap-io,BFX,,,8/26/2019,8/27/2019,2019q3,2,Seychelles,"Software,Platform,Investment",1,3.6,8,1,0,8,0.4,1, USA,0,1,1,700000
iotw,IOTW,,20000000,4/28/2019,4/29/2019,2019q2,2,Hong Kong,"Platform,Internet,Electronics,Cryptocurrency,BigData,ArtificialIntelligence,SmartContract,Software",1,3.6,1,1,kyc&whitelist,5,0.24,1," USA, China",1,1,0,750000
marshal-lion-group-coin,Marshal Lion Group Coin (MLGC),,850000,10/30/2019,10/31/2019,2019q4,2,Estonia,"Banking,Businessservices,Investment",1,3.5,1,1,kyc&whitelist,10,,,,0,1,1,76000
wepower,WPR,5000000,40000000,2/1/2018,2/2/2018,2018q1,2,Gibraltar,"Platform,Infrastructure,Energy",0,4.2,75,0,kyc&whitelist,20,0.1,,,0,1,0,40000000
viarium,VRX,1000000,5000000,7/15/2019,7/16/2019,2019q3,2,Russia,"Businessservices,VirtualReality",1,3.7,1,0,kyc,9,0.52,,,0,1,0,1320000
dexon,DXN,,3000000,4/25/2019,4/26/2019,2019q2,2,Taiwan,Platform,0,2.3,2,0,0,12,,,,0,1,0,3000000
fantom,FTM,,39400000,6/15/2018,6/16/2018,2018q2,2,Bahamas,"Cryptocurrency,Infrastructure,Platform,Retail,Software",0,4,4,0,kyc&whitelist,27,0.4,,,0,1,1,39400000
airswap,AST,,33000000,10/10/2017,10/11/2017,2017q4,2,Hong Kong,"Cryptocurrency,Internet,SmartContract",1,2.9,1,0,0,20,,,,0,1,0,33000000
blackmoon,BMC,,,9/11/2017,9/12/2017,2017q3,2,Cyprus,"Cryptocurrency,Investment",0,2.7,4,1,0,6,0.5,,,0,1,0,30000000
probit,PROB,,4500000,12/11/2018,12/12/2018,2018q4,2,Seychelles,Platform,1,3.2,0,1,0,7,0.1,,,0,1,0,110000
paypie,PPP,,,10/15/2017,10/16/2017,2017q4,2,Canada,"Platform,Businessservices,Software",1,3.3,3,0,0,2,,,,0,1,0,26000000
rightmesh,RMESH,,30000000,5/30/2018,5/31/2018,2018q2,2,Switzerland,Other,1,2.8,0,0,kyc&whitelist,10,0.300003338,,,0,1,0,30000000
data,0,,,,,1900q1,,,Platform,1,2.4,0,0,0,24,0,,,0,0,0,37988300
santiment,SAN,,11970000,7/4/2017,7/5/2017,2017q3,2,Switzerland,"Banking,Cryptocurrency",0,3,0,0,0,12,,,,0,0,0,12215250
bitstars,BST,,5601500,5/2/2019,5/3/2019,2019q2,2,Macedonia,Casino&Gambling,1,2.7,1,0,0,4,0.2,,,0,1,0,250000
civic,CVC,,33000000,6/21/2017,6/22/2017,2017q2,2,USA,Software,0,3.2,3,0,0,2,,,,0,0,0,33000000
dcc,DCC,,,5/28/2018,5/29/2018,2018q2,2,Singapore,Banking,1,2.9,0,0,kyc&whitelist,9,0.02,1," USA, China",0,1,0,49000000
tierion,TNT,,24850000,7/27/2017,7/28/2017,2017q3,2,USA,"Platform,Internet",1,2.8,0,0,0,4,0.35,,,0,0,0,25000000
aliencloud,ALS,,600000,4/16/2019,4/17/2019,2019q2,2,Russia,Cryptocurrency,1,2.9,1,1,0,9,0.1,,,0,1,0,631331
ampleforth,AMPL,,4900000,6/27/2019,6/28/2019,2019q2,2,USA,Cryptocurrency,1,2.6,1,0,0,8,0.1,,,0,1,0,5000000
band-protocol,BAND,,5850000,9/16/2019,9/17/2019,2019q3,2,UK,Platform,1,3.5,1,0,0,7,0.1237,,,0,1,1,10000000
devery,EVE,200000,10000000,1/18/2018,1/19/2018,2018q1,2,Australia,"Retail,Manufacturing,Platform,Businessservices",0,3.6,13,1,0,3,0.6,,,0,1,0,10000000
kava,KAVA,,3000000,10/23/2019,10/24/2019,2019q4,2,,Platform,0,3.3,1,0,0,6,0.0652,,,0,0,1,3000000
one-ledger,OLT,4000000,15000000,6/15/2018,6/16/2018,2018q2,2,USA,Other,1,3.1,1,0,0,9,0.35,,,0,1,0,15000000
eventoken,EST,1500000,6000000,5/22/2019,5/23/2019,2019q2,2,Taiwan,Platform,1,2.7,0,0,0,6,,,,0,1,0,449999
perlin,PERL,,52950000,8/24/2019,8/25/2019,2019q3,2,Singapore,"Banking,ArtificialIntelligence,BigData,Businessservices,Charity,Communication,Cryptocurrency,Energy,Entertainment,Health,Infrastructure,Internet",1,3.5,4,0,kyc,10,0.5623,1," Albania, Bosnia & Herzegovina, Belarus, Democratic Republic of Congo,Cuba, CÃ´te d'Ivoire, Iraq, Iran, North Korea, Liberia, Macedonia, Myanmar, Serbia, Sudan, Syria, United States of America, and its territories (American Samoa, Guam, the Northern Mariana Islands, Puerto Rico, and the U.S. Virgin Islands), Zimbabwe",0,0,1,52950000
vodi-x,VDX,1000000,4500000,5/21/2019,5/22/2019,2019q2,2,Malta,Platform,1,3.5,2,0,0,7,0.45,,,0,1,0,1477031
cfun,CFUN,4500000,15000000,12/18/2017,12/19/2017,2017q4,2,Singapore,"Platform,Entertainment",0,2.7,1,0,0,6,0.5,,,0,1,0,15000000
evaio,EVA token,,6000000,4/15/2019,4/16/2019,2019q2,2,,Platform,1,2.6,0,0,0,4,0.35,,,0,0,0,6000000
firstblood,1ST,,,9/25/2016,9/26/2016,2016q3,2,USA,"Cryptocurrency,Platform",0,2.5,1,0,0,13,,,,0,1,0,5500000
tron-game-global,GTP,,60000000,6/13/2019,6/14/2019,2019q2,2,UK,Platform,0,2.6,0,0,0,7,0.6,,,0,1,0,80000000
primalbase,PBT,,7554600,6/27/2017,6/28/2017,2017q2,2,Netherlands,"Businessservices,Realestate",0,2.4,0,0,0,3,,,,0,0,0,7600000
kamari,KAM,,100000000,3/25/2019,3/26/2019,2019q1,2,UK,"Casino&Gambling,Platform",1,2.3,0,0,0,4,0.2,,,0,1,0,4000000
xenoverse,XENO,,150000,7/14/2019,7/15/2019,2019q3,2,South Korea,"Platform,Investment,Cryptocurrency",1,2.3,0,0,0,4,,,,0,0,0,150
harmony,ONE,,23000000,5/28/2019,5/29/2019,2019q2,2,USA,Platform,0,3.1,1,0,0,18,0.249,,,0,0,0,23000000
melonport,MLN,,,2/15/2017,2/16/2017,2017q1,2,Switzerland,Software,1,2.1,0,0,0,6,1,,,0,1,0,2900000
linix,LNX,,16400000,6/20/2019,6/21/2019,2019q2,2,Hong Kong,"Banking,Platform,Retail,SmartContract",1,2.3,0,0,0,8,,0, none,0,1,0,43059
datawallet,DXT,,30000000,2/5/2018,2/6/2018,2018q1,2,USA,"BigData,Businessservices,Cryptocurrency,Internet,SmartContract",1,3.1,10,0,kyc&whitelist,13,0.3333,1," Afghanistan, Bosnia and Herzegovina, Canada, Central African Republic, Crimea, Cuba, Congo, Eritrea, Ethiopia, Guinea-Bissau, Iran, Iraq, Libya, Lebanon, New Zealand, China, Somalia, South Sudan, Sudan, Syria, Sri Lanka, Tunisia, Uganda, USA, Vanuatu, Yemen",0,1,0,40000000
digixdao,DGD,,,3/29/2016,3/30/2016,2016q1,2,Singapore,"Software,Cryptocurrency",0,2,0,0,0,,,,,0,1,0,5500000
ethersportz,ESZ,519896,3769246,1/9/2018,1/10/2018,2018q1,2,USA,"Entertainment,Casino&Gambling,Sports",1,2.2,1,0,kyc&whitelist,6,0.7,1, USA,0,1,0,3500000
zeex,ZIX,14000000,23000000,7/5/2018,7/6/2018,2018q3,2,Israel,"Investment,Platform",1,4.2,6,0,kyc,8,0.4,1,"Israel, USA, China, Lebanon, Iran.",0,1,0,4875152
yggdrash,YEED,,40000000,3/12/2018,3/13/2018,2018q1,2,Singapore,Platform,1,3,5,0,kyc,12,0.5,1,"USA, China, Singapore",0,1,1,40000000
wanchain,0,,36000000,10/3/2017,10/4/2017,2017q4,2,China,"SmartContract,Platform",1,2.4,0,0,0,31,0,,,0,0,0,35704520
solana,SOL,,,3/24/2020,3/25/2020,2020q1,2,USA,Platform,1,3.6,4,0,0,12,0,,,0,0,0,1760000
arpa,0,,8000000,4/25/2019,4/26/2019,2019q2,2,,Other,0,2.1,0,0,0,12,0,,,0,0,0,8000000
bgogo,BGG,,,9/15/2018,9/16/2018,2018q3,2,,Other,0,1.8,0,0,0,4,0.5,,,0,1,0,3750030
oath-protocol,OATH,2000000,10000000,4/11/2019,4/11/2019,2019q2,1,USA,"Retail,Legal,Internet,Infrastructure,Education,Cryptocurrency,Communication,Businessservices,BigData,SmartContract,Software",1,3.8,0,0,kyc,8,0.3,1," USA, China",0,0,0,4000000
viberate,VIB,1000000,12000000,9/5/2017,9/5/2017,2017q3,1,Slovenia,Entertainment,0,3.9,9,1,0,19,,,,0,1,0,10714285
gamb,GMB,5000000,15000000,7/31/2018,7/31/2018,2018q3,1,Malta,"Retail,Platform,Businessservices",1,4.3,8,1,kyc&whitelist,32,0.35,0," Algeria, Bangladesh, Bolivia, China, Hong Kong, Ecuador, Ethiopia, Indonesia, Iran, Iraq, Jordan, Korea, Kyrgyzstan, Macau, Morocco, Nepal, Serbia, Sri Lanka, Syria, Taiwan, Trinidad and Tobago, Tunisia, Vanuatu, Yemen, and United States.",0,1,0,8200000
enigma-catalyst,ENG,,30000000,9/11/2017,9/11/2017,2017q3,1,USA,"Investment,Platform",1,3,4,0,0,5,0.5,,,0,1,0,45000000
ink-protocol,XNK,,15000000,1/22/2018,1/22/2018,2018q1,1,USA,"Other,Platform",1,4.3,3,1,0,11,0.3,,,0,1,0,15000000
medicalchain,MedToken,,,2/1/2018,2/1/2018,2018q1,1,UK,Health,1,4.2,52,1,kyc&whitelist,10,0.4,1, USA,0,1,0,24000000
singularitynet,AGI,,,12/19/2017,12/19/2017,2017q4,1,Switzerland,"Platform,Cryptocurrency,Software,Internet,Infrastructure",1,4,9,0,kyc&whitelist,10,0.5,,,0,1,0,36000000
te-food,TFOOD,,,2/22/2018,2/22/2018,2018q1,1,Switzerland,"Businessservices,Health,Manufacturing,Software",1,3.8,8,1,kyc&whitelist,19,0.4,0, China,1,1,0,19100000
oyster,PRL,,,,,1900q1,,,Other,1,2,1,0,0,15,0,,,0,1,0,807
theta-network,THETA,,20000000,1/4/2018,1/4/2018,2018q1,1,USA,"Cryptocurrency,Platform,Entertainment,Internet,Media",1,3.4,9,0,0,4,0.5,1," USA, North Korea, Singapore, China",0,1,0,20000000
0xcert,ZXC,2336600,9346400,7/4/2018,7/4/2018,2018q3,1,Slovenia,"SmartContract,Internet",1,3.8,2,1,kyc&whitelist,19,0.5,,,0,1,0,10313710
gifto,GTO,,30000000,12/14/2017,12/14/2017,2017q4,1,Hong Kong,"Entertainment,Infrastructure,Media",1,4.2,18,0,0,5,0.3,1," USA, China, New Zealand, Singapore",0,1,0,30000000
icon,ICX,,42750000,9/22/2017,9/22/2017,2017q3,1,Japan,"Infrastructure,Platform",0,3.8,3,0,0,30,,1," USA, China, South Korea, New Zeland",0,1,0,42750000
zerobank,ZB,6000000,48000000,3/31/2019,3/31/2019,2019q1,1,Singapore,"Banking,Businessservices",0,3.8,1,0,kyc&whitelist,12,0.3,1," US, China, Singapore",0,1,1,3870000
ioex,IOEX,,,4/18/2019,4/18/2019,2019q2,1,Taiwan,Internet,1,3.4,0,0,0,18,0.2,,,0,1,0,27200000
sentinel-protocol,UPP,,,5/27/2018,5/27/2018,2018q2,1,Singapore,Platform,1,3.5,0,0,0,11,0.263,,,0,1,0,27700000
bittorrent,BTT,20000,7200000,1/28/2019,1/28/2019,2019q1,1,USA,Platform,0,3.9,2,0,0,20,0.0997,1, USA,0,1,1,7128000
decentraland,MANA,,20000000,8/8/2017,8/8/2017,2017q3,1,Argentina,Entertainment,1,3.6,2,0,0,12,0.4,0,,0,1,0,24000000
deepbrain-chain,,,5000000,12/15/2017,12/15/2017,2017q4,1,Singapore,"ArtificialIntelligence,Platform",1,2.6,4,1,0,3,0.1,,,0,1,0,11750200
egretia,EGT,,23650000,5/26/2018,5/26/2018,2018q2,1,Singapore,"Platform,Software",1,3.8,1,0,kyc&whitelist,4,,1," USA, North Korea, Iran, Syria, Sudan, Cuba",0,0,0,4803810
quadrant,eQUAD,3000000,20000000,7/26/2018,7/26/2018,2018q3,1,Singapore,BigData,1,4,2,0,kyc&whitelist,7,0.4,1," USA, Singapore, Hong Kong",0,1,0,15500000
sether,SETH,,28422240,1/15/2018,1/15/2018,2018q1,1,Romania,"Platform,Communication",1,3.6,16,1,0,15,0.55,,,0,1,0,5979000
thekey,TKY,,22000000,1/15/2018,1/15/2018,2018q1,1,China,"BigData,Platform,ArtificialIntelligence,SmartContract",0,3.4,17,0,kyc&whitelist,13,0.51,1," USA, Singapore, China",0,0,0,22000000
aventus,AVT,,18780000,9/6/2017,9/6/2017,2017q3,1,UK,"Cryptocurrency,Entertainment",1,3.5,1,0,0,7,0.6,1," USA, China, Belize, Iraq.",0,1,0,18700000
gnosis,GNO,,,4/24/2017,4/24/2017,2017q2,1,Germany,Platform,0,3.4,2,0,0,10,,1, USA,0,1,0,12500000
everitoken,0,,1600000,,,1900q1,,,SmartContract,1,2.2,0,0,0,5,0,,,0,0,0,1595000
gowithmi,GMAT,,,5/18/2019,5/18/2019,2019q2,1,Singapore,Infrastructure,1,2.9,0,0,0,9,0.2,1, USA,0,0,0,28743947
insurepal,IPL,5000000,18000000,1/16/2018,1/16/2018,2018q1,1,Liechtenstein,"Platform,Businessservices,Infrastructure",1,3.9,16,1,0,10,0.67,,,0,1,0,18000000
pundi-x,PXS,,35000000,1/21/2018,1/21/2018,2018q1,1,Indonesia,"Platform,Cryptocurrency",0,4,12,1,0,4,,,,0,1,0,41700000
tenx,PAY,,64740000,6/24/2017,6/24/2017,2017q2,1,Singapore,"Banking,Cryptocurrency",1,3.6,4,0,0,10,,,,0,1,0,80000000
blockport,BPT,,15881700,1/24/2018,1/24/2018,2018q1,1,Netherlands,"Platform,Media,Cryptocurrency",1,2.8,0,0,0,9,0.714,,,0,1,0,15118350
credits,CS,15000000,20000000,2/18/2018,2/18/2018,2018q1,1,Singapore,"Cryptocurrency,Businessservices,Investment,Platform,SmartContract,Software",0,3.7,17,1,kyc,9,0.6,1," USA, Canada, China",0,1,1,20000000
fetch-ai,FET,3000,6000000,2/25/2019,2/25/2019,2019q1,1,Singapore,"ArtificialIntelligence,Platform",1,4.1,4,0,kyc&whitelist,23,0.06,,,0,0,0,6000000
iex-ec,RLC,,,4/19/2017,4/19/2017,2017q2,1,France,Platform,1,3.2,0,0,0,10,,,,0,1,0,12000000
monetha,MTH,10725120,36388800,8/31/2017,8/31/2017,2017q3,1,Lithuania,"Businessservices,Platform",1,3.1,6,1,0,11,,0, None,0,0,0,36388800
newton,NEW,,7853340,4/16/2019,4/16/2019,2019q2,1,Singapore,"Charity,ArtificialIntelligence,Electronics,Internet,Other,Platform,Retail,SmartContract",0,3.7,4,1,kyc&whitelist,4,0.015,1," USA, China",0,1,1,1107000
refereum,RFR,,,2/8/2018,2/8/2018,2018q1,1,USA,"Platform,Entertainment,Sports",1,3.2,5,0,0,8,0.5,,,0,0,0,32252400
akropolis,AKT,,,7/16/2019,7/16/2019,2019q3,1,Gibraltar,"Infrastructure,Investment,Platform",1,3.9,1,0,kyc&whitelist,11,0.08,0," United States, Canada, UK, Australia, France, South Africa, New Zealand, Japan, Peopleâ€™s Republic of China, Singapore, South Korea, Israel, Cayman Islands.",0,1,0,2400000
cargox,CXO,1500000,7000000,1/23/2018,1/23/2018,2018q1,1,Slovenia,"Businessservices,Infrastructure",1,3.9,6,0,0,10,0.4,,,0,0,0,7000000
cybermiles,CMT,,700000000,11/21/2017,11/21/2017,2017q4,1,USA,"Platform,Retail",0,3.2,0,0,0,9,0.7,,,0,1,0,32030393
dadi,DADI,1000000,28750000,1/29/2018,1/29/2018,2018q1,1,UK,,0,3,8,1,0,16,0.65,,,0,0,1,28750000
cypherium,0,,,,1/11/2018,1900q1,,USA,"Other,Platform",1,2.2,1,0,0,9,0,,,0,0,0,25000000
facts,BKC,,3700000,4/29/2019,4/29/2019,2019q2,1,,Other,1,2.7,0,0,0,,0.28,,,0,1,0,3740000
mysterium,MYST,,,5/30/2017,5/30/2017,2017q2,1,USA,"Software,Platform,Internet",1,2.8,0,0,0,6,,,,0,1,0,13325693
adex,ADX,,11796800,6/30/2017,6/30/2017,2017q2,1,Russia,"Businessservices,Internet",0,3.3,0,0,0,16,,,,0,0,0,11799175
aidcoin,AID,10536900,18630000,1/16/2018,1/16/2018,2018q1,1,Switzerland,"Cryptocurrency,Charity",1,3.2,14,1,0,36,0.3,,,1,1,0,15854305
bitclave,CAT,,25500000,11/29/2017,11/29/2017,2017q4,1,USA,Internet,0,2.7,4,1,0,19,0.5,,,0,0,0,25500000
coinfi,COF,,15000000,1/10/2018,1/10/2018,2018q1,1,Hong Kong,Platform,1,2.8,1,1,0,8,0.5,1, US citizens excluded,0,1,1,15000000
energi-token,ETK,2000000,15000000,2/1/2018,2/1/2018,2018q1,1,Gibraltar,Energy,1,3.5,5,0,0,20,0.65,,,0,1,0,15000000
v-systems,VSYS,,,3/28/2019,3/28/2019,2019q1,1,Hong Kong,Platform,0,3,0,0,0,11,0.3588,1, USA,0,0,0,600000
bancor,BNT,,,6/12/2017,6/12/2017,2017q2,1,Israel,"Platform,Software",0,2.9,1,0,0,12,,,,0,1,0,153000000
cubiex-esports,CBIX,,,7/17/2019,7/17/2019,2019q3,1,,"Sports,Casino&Gambling,Platform",1,3.3,0,0,kyc,8,0.044,,,0,1,0,2790000
dos-network,DOS,,1700000,4/11/2019,4/11/2019,2019q2,1,USA,"Platform,Other",1,3.2,0,0,0,11,,,,0,0,0,1700000
duo-network,DUO,1584300,5545050,4/27/2019,4/27/2019,2019q2,1,Singapore,"Cryptocurrency,Platform",1,2.8,0,0,kyc&whitelist,8,0.4,1," China, USA",0,1,0,5100000
